"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Personal","Personal","Determinada","De 36 a 40 años","Mujer","Hombre trans","Heterosexual","Masculina","Doctora, psicóloga, enfermera o personal de salud","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en la prestación de servicios de salud","El doctor que me asignaron, que por cierto es el único que atiende en la clínica del DIF, que a su vez le prestan un consultorio en el IMSS para atender como médico familiar, desde que supo que era transexual, tomó una actitud despectiva y muy nervioso. Puso mi identidad de género y expuso todo lo que le dije en una nota para urgencias por un dolor de oído. En urgencias nunca me atendieron pues puso que quizá tenía algún tipo de cuestión mental. A las consultas siguientes me negó el boleto para 3 citas a La Paz, no quiso darme los boletos de translado y me negó la insulina por segunda vez diciendo que debía ir a La Paz por ella, cuando me había dicho que si iba el viernes siguiente a mi cita (donde no me hizo nada ni me dio medicamento ni los boletos para mis dos citas en medicina interna y otorrinolaringólogo). Y no me dio ni medicina ni pases de boleto. Y además le dije que ya no tenía nada de insulina, me dijo que por él, me muriera.",2022-08-23,"08:25:00",2022-09-07 23:08:11,"Baja California Sur","Todos Santos","Público","Hospital o centro de salud público",23.4514051,-110.2248779,"No",,,"Tengo miedo de denunciar","Viuda","Mexicana","Preparatoria","Empleada","Más de 3 salarios mínimos hasta 5 salarios mínimos",,"Caucásica o blanca|Cristiana",7614
"Personal","Personal","Determinada","De 36 a 40 años","Hombre","Mujer trans","Heterosexual","Femenina","Patrona o fuente de ingreso privada","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en su acceso a baños de acuerdo a su identidad de género","Soy mujer transgénero, primero que nada describo que yo trabajo para una empresa de seguridad corporativa y presto mis servicios para distintas empresas maquiladoras de Chihuahua, Chihuahua, cabe señalar que fui discrimina por parte de la maquiladora en 2 ocasiones, la primera en el mes de octubre del 2021 por ingresar al baño de mujeres amenazaron con sacarme de la maquiladora por ese motivo, pero mi empresa para la cual trabajo intervino argumentando que yo era legalmente mujer que tenía identidad de mujer, y quedaron de respetarme. La primera vez pero pasó el tiempo y ya no me volvieron a enviar a esa maquiladora hasta el día 3 de enero del año 2022, y me pasó lo mismo que ya me había pasado y no respetaron el compromiso que habían echo de no meterse con mi identidad de género, y en esta ocasión fueron crueles conmigo: me negaron el acceso al baño, personal de recursos humanos me sacaron y me humillaron con conocimiento del gerente general de dicha empresa que desconozco el nombre, fue una noche muy larga por el acoso hacia mi persona, todo el turno amenazaron con sacarme a la fuerza pero les dije que si lo hacían yo misma iba a hablar seguridad pública para que levantara el reporte por discriminación, también amenazaron con pedirle a la empresa para la cual yo trabajo que me dejara sin empleo, pero gracias a que yo soy activista y les dije que si lo hacían serían demandados, pero llegué a un acuerdo con la empresa de que ellos me siguieran dando trabajo si no los demandaba, y pues aquí sigo trabajando pero nomas me andan cuidando checando todo lo que hago, solo están esperando que haga algo mal para correrme, también quiero aclarar que la empresa quedo de ya no mandarme a esa maquiladora para evitar problemas, pero hasta el día de hoy esa maquiladora no fue capaz de pedir disculpas, esto fue lo que pasó.",2022-01-03,"20:04:00",2022-09-07 23:53:56,"Chihuahua","Chihuahua","Privado","Empresa u oficina privada",28.7163265,-106.1162738,"No",,,"Tengo miedo de denunciar",,,,,,,,7616
"Testiga","ONG","Determinada","De 26 a 30 años","Hombre","Mujer trans","Heterosexual","Femenina","Empleada de establecimiento comercial o profesionista","Verbal","La víctima fue agredida verbalmente","Una creadora de contenido de León estaba transmitiendo en vivo en sus redes sociales y el mesero se acerca y le llama caballero en dos ocasiones, a pesar de tomarlo con humor se descompone y manifiesta esperar más del destino por el tipo de turismo de alto nivel y no esperaba toparse con estos actos de discriminación.",2022-09-02,"17:00:00",2022-09-07 23:09:28,"Baja California Sur","Cabo San Lucas","Privado","Centro comercial o establecimiento comercial",22.915235021604,-109.90817070007,"Si","Instancia privada",4,,,,,,,,,7617
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Mujer trans","Pansexual","Neutra","Maestra o personal educativo","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","El profesor al nombrar lista le dije el nombre y genero con el que me identificaba, él me pregunto que si ya me cambie de sexo a lo que respondí que no, el profesor me dijo que me seguirá llamando por mi nombre asignado al nacer, le dije que no y me dijo que lo va a intentar si es que no se le olvida, hasta el día de hoy al nombrar asistencia menciona mi nombre de nacimiento y no el que le pedí",2022-08-25,"15:00:00",2022-09-07 23:12:51,"Jalisco","Guadalajara","Público","Escuela o Universidad pública",20.7405955,-103.3121661,"No",,,"Creo que no habrá consecuencias de la denuncia","Soltera","Mexicana","Preparatoria","Empleada","Más de 2 salarios mínimos hasta 3 salarios mínimos",,"Católica",7619
"Personal","Personal","Determinada","De 31 a 35 años","Mujer","Hombre trans","Heterosexual","Muy masculina","Vecina","Verbal","La víctima fue agredida verbalmente","Un vecino de hace más de 30 años y quién desde entonces ha agredido y acosado a mí mamá y a quien anteriormente ya había denunciado por agresiones verbales y amenazas, volvió a agredirme el domingo 4 de septiembre en mi domicilio, después de agredir verbalmente y amenazar de muerte a mi mamá, esto porque al señor no le gusta que mi mamá limpie las áreas comunes, yo llegue a mi domicilio porque mi mamá muy asustada me llamo por teléfono pidiéndome que fuera a ayudarla, porque temia que el señor y su familiar la agredieran físicamente, pues el señor ya en varias ocasiones la ha aventado en la escalera (área común) le pedí el apoyo a Impulso Trans ya que no me siento cómodo de acudir a la fiscalía ya que la vez que acudí por segunda ocasión a levantar una denuncia, me hicieron sentir que estaba exagerando y que si esto volvía a pasar era mejor ignorarlo, lo cual no me hace sentir seguro pues temo por la vida de mi mamá, la mía, y la de mi pareja, quien también ya tiene denuncia contra el señor y su familiar, temo por nuestra integridad porque el señor está haciendo reuniones con otros vecinos para ponerlos en contra de nosotros, hablando sobre mi género y orientación y diciendo que soy un peligro para la sociedad y un mal ejemplo para sus hijos, incluso igual que la primera vez que me agredió comentó que mandaría a qué me violaran para quitarme lo machorra, se dirige a mi en femenino y le dice a los vecinos que soy una lesbiana vestida de hombre pero que solo me hace falta un pito y que el se encargará de darmelo al igual que a mí mamá, esto ya llegó a generarme una disforia y ansiedad muy recurrente lo cual no me ha permitido hacer mi vida normalmente, me está afectando mucho e incluso tuve que rentar un lugar lejos de él para llevarme a mi mamá, esto siendo que la casa donde el me ha agredido es mía, no puedo vivir tranquilo, el señor se niega a separar las escaleras, ya tengo mi permiso de construcción y ni así quiere hacerlo, me arranco ya en 2 ocasiones la lona y no puedo iniciar los arreglos de mi casa porque siempre está molestandonos, tengo miedo y no puedo seguir con mi vida",2022-09-04,"11:04:00",2022-09-20 20:30:05,"Jalisco","Guadalajara","Privado","Casa propia o casa familiar",20.6811616,-103.2831868,"Si","Autoridad gubernamental",2,,,,,,,,,7630
"Personal","Personal","Determinada","De 41 a 50 años","Hombre","Mujer trans","Heterosexual","Femenina","Doctora, psicóloga, enfermera o personal de salud","Impedimento de entrada, negación de servicios o derechos","La víctima fue negada en la prestación de servicios de salud","La doctora me hizo esperar 10 minutos, tomó altura, peso y me indico llenará la hoja. Me dijo: señora esta mal de su garganta e hizo una cara de duda. Lo cual le digo: ¿por qué? Me contesta por su voz. A lo que respondo: ok, soy mujer trans. Seguido me tacha lo del sexo y pone masculino, le dije tengo mis documentos en regla como mujer y acto seguido me cuestiona: esta operado, le quitaron la prostata, por que las mujeres no tenemos prostata. A lo que le digo la prostata la dejan para tener orgasmos, hace una risa cortante burlona y dice: soy doctora, conozco la fisonomía y el cuerpo, que me vas a decir tu a mi, ademas si se operan no sentirán nada. Me moleste mucho y guarde compostura, le dije: me limitare a contestar lo que especifica la hoja de llenado se esta saliendo de contexto. Y acto seguido termino de hacer entrevista le pregunte por mi presion arterial no me dijo tomo muestras de orina. Yo esto lo reporte a rh. Recibí una disculpa y que si podría ir, fui reiteraron la disculpa y que la empresa se reservaba el derecho de contratar a personas con asma (cuando yo soy alergica al cloro y humo de cigarro) y que si no sabia que era hipertensa que me habían salido altos los niveles. Que checara eso y pues que era todo por su parte. Le dije pensé ella me daria la disculpa no tu de rh que me entrevistaste bien, le solicite el nombre y no me lo dieron por políticas de la empresa.",2022-08-15,"00:00:00",2022-09-20 20:33:02,"Baja California","Mexicali","Privado","Empresa u oficina privada",32.60255147082,-115.43229818344,"Si","Instancia privada",1,,"Soltera","Mexicana","Preparatoria","Ninguna","Menor",,"Católica",7631
"Personal","Personal","Determinada","De 36 a 40 años","Mujer","Mujer cis","Lesbiana","Masculina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","Ingresé a laborar a la organización en abril de 2021 cómo asistente de investigación y posteriormente me integré como Coordinadora de albergue en julio de 2021. Desde un inicio la directora mostró actitudes diferenciadas y actos de desprecio en mi contra, lo cual atribuyo a mi expresión de género no femenina. Actos y actitudes que nunca mostró con el resto de las personas del equipo en su totalidad heterosexuales. Aproximadamente a mediados de julio la directora supo por mí de mi orientación sexual y ella y la Directora Financiera postergaron y detuvieron la elaboración y firma de mi contrato laboral. Además la directora comenzó a hostigarme laboralmente, a excluirme de actividades y a violentarme psicológicamente con labores que no me correspondían y que eran para su asistencia y fines personales. Así continúo durante más de tres meses hasta que me despidieron el 11 de octubre de 2021. Argumentando que yo tenía problemas de actitud y de comunicación; sin embargo, nunca hubo algún procedimiento administrativo en mi contra por faltas o irregularidades en mi trabajo e incluso el mismo día de mi despido la directora(quien fingía cómo mi jefa directa) reconoció que mi trabajo con la gente del albergue había sido bueno. Actualmente tienen una investigación abierta por discriminación en la CONAPRED y una demanda laboral por despido injustificado. Sin embargo, se niegan a responder las solicitudes de información de CONAPRED y negaron la relación laboral que tuvieron conmigo.",2021-10-11,"13:00:00",2022-09-20 20:35:14,"Baja California","Tijuana","Privado","Empresa u oficina privada",32.5383396,-117.0342551,"Si","Autoridad gubernamental",3,,"Soltera","Mexicana","Posgrado","Autoempleada","Menor",,"Mestiza",7633
"Testiga","Solidaria","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Masculina","Servidora pública","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","La secretaria de Fomento Turístico de Yucatán utilizo su cuenta de twitter para agredir con un comentario homofóbico y misógino con la aparente intencion de ridiculizar o sacar del closet públicamente a un empresario. La agresión surgió cuando el empresario corrigió errores en la información de la campaña '365 sabores de Yucatán' que la secretaria publico en su cuenta de twitter, por lo que a los pocos minutos la secretaria de fomento turístico estatal le respondió: 'De dama a dama… te agradezco la explicación sobre la evolución del panucho' (sic) comentario que claramente busca sobajar, ridiculizar, humillar o sacar del closet al llamar en femenino a una persona que públicamente se presenta como una persona heterosexual sis genero, con la agravante del puesto que ostenta y la notoriedad de su persona y que lo hizo desde una cuenta personal verificada que también usa para promocionar al estado de Yucatán.",2022-09-11,"18:50:00",2022-09-20 20:36:37,"Yucatán","Mérida","Redes sociales o medios de comunicación","Redes sociales",21.0332473,-89.6301448,"No",,,"Creo que no habrá consecuencias de la denuncia","Soltera","Mexicana","Licenciatura","Empresaria o dueña de negocio","Más de 10 salarios mínimos",,"Caucásica o blanca|Católica",7641
"Testiga","Solidaria","Determinada","De 31 a 35 años","Mujer","Mujer cis","Lesbiana","Femenina","Policía, tránsito o MP","Física","La víctima fue agredida físicamente","Elementos masculinos de la policía municipal de Mérida de la unidad DPM272 detuvieron, sometieron y arrestaron con abuso de autoridad y exceso de fuerza a una pareja de mujeres lesbianas en el centro histórico de la ciudad por 'alterar el orden publico'. Circula en redes un video de su arresto en el que se ve como son subidas a la cama de una pickup de la policía municipal con violencia y las agarran a patadas antes de llevárselas. Las víctimas alegaron que solo debían ser detenidas por policías mujeres según el reglamento, a lo que los uniformados hicieron caso omiso pero los policías municipales si reconocieron que las mujeres eran una pareja lésbica.",2022-09-10,"22:00:00",2022-09-20 20:37:38,"Yucatán","Mérida","Público","Vía pública o parque público",20.9617802,-89.6202402,"No",,,"No sabía en dónde denunciarlo",,"Mexicana",,,,,"Mestiza",7643
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Femenina","Patrona o fuente de ingreso privada","Laboral","La víctima fue sancionada o despedida injustificadamente","El subgerente me despidió al darme cuenta que yo era gay",2022-09-17,"16:30:00",2022-09-20 20:38:14,"Coahuila","Acuña","Privado","Empresa u oficina privada",29.3285272,-100.979171,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7645
"Testiga","Reporte Amicus","Determinada","De 31 a 35 años","Hombre","Queer","No reportada","Un poco masculina","Persona no identificada","Psicológica","La víctima fue agredida psicológicamente","Una persona queer relata un acto de discriminación al usar salir con un hombre por medio de Grindr: 'Hoy conocí a un vato en Grindr qué anda de visita en donde vivo, lo invité a comer a mi trabajo y salimos un rato. En ese rato que estuvimos caminando, comenzaron a llegarle mensajes en la app advirtiéndole sobre mí porqué tengo #VIH. Hay muchos serofóbicos en mi pueblo.'  https://twitter.com/xvi_mt/status/1556810028245467136",2022-08-08,"00:01:00",2022-09-20 21:07:15,"Puebla","Puebla","Redes sociales o medios de comunicación","Redes sociales",19.0414398,-98.2062727,"No",,,"Reporte Amicus",,,,,,,,7662
"Testiga","Reporte Amicus","Determinada","De 26 a 30 años","Hombre","No reportada","No reportada","Femenina","Empleada de establecimiento comercial o profesionista","Impedimento de identidad o expresión","La víctima fue impedida de identificarse / vestirse de acuerdo a su identidad de género","En Twitter, se reporta un acto de discriminación en un antro tapatío: 'Nuevamente en un antro de gdl. A un chavo lo hostigaron, discriminaron y sacaron del lugar por la vestimenta de “mujer”, obligándolo a ponerse la chamarra para que no estuviera en blusa. Ahora dueños y rps están inventando cosas para culpar a la víctima'. https://twitter.com/miquelsandovaal/status/1556096255566221313",2022-08-06,"00:01:00",2022-09-20 21:07:17,"Jalisco","Zapopan","Privado","Bar o centro nocturno",20.6719563,-103.416501,"No",,,"Reporte Amicus",,,,,,,,7663
"Testiga","Reporte Amicus","Determinada","De 18 a 25 años","No reportado","No reportada","No reportada","Neutra","Persona no identificada","Física","La víctima fue agredida físicamente","En Twitter, se reporta un acto de LGBTfobia: 'El día de hoy viví un acto de LGBTfobia en Sayulitros La Paz, unx chavx que iba a dar show la venía persiguiendo un wey que la quería golpear. Lx chavx venía muy asustadx y llorando. Enseguida llegó un carro y se metió al bar y tiró el puerco de la entrada. El wey se bajó y empezó a tirar cosas afuera del restaurante, todos con mucho miedo salimos corriendo a atrás del restaurante por seguridad y lx chavx se la llevaron al techo por seguridad. ¿Por qué? Mi pregunta siempre es ¿cuándo vamos a poder vivir en un lugar seguro? Nosotros como personas LGTQ+ no hacemos daño a nadie, solo pedimos respeto y que nuestros derechos sean respetados'. https://twitter.com/abrahaammorau/status/1556456720599318534",2022-08-07,"17:00:00",2022-09-20 21:07:20,"Jalisco","Guadalajara","Público","Vía pública o parque público",20.6722035,-103.3670297,"No",,,"Reporte Amicus",,,,,,,,7664
"Testiga","Reporte Amicus","Determinada","De 31 a 35 años","Hombre","Mujer trans","No reportada","Femenina","Empleada de establecimiento comercial o profesionista","Física","La víctima fue agredida físicamente","Mujer trans reporta violencia física que sufrió en la Zona Rosa: 'Me acaban de golpear en Cocktail en Zona Rosa. Necesito su ayuda para levantar una denuncia. Ya hicimos la denuncia correspondiente. Fue un hombre que es personal del lugar, intentó golpear a mis amigas y cuando me metí me dio una bofetada, pasaron más cosas que quedaron escritas en la denuncia. Emocionalmente no estoy tan bien, espero que pase pronto. Gracias a todas'. https://twitter.com/TajsenJ/status/1559104679140794369",2022-08-15,"00:01:00",2022-09-20 21:07:26,"Ciudad de México","Cuauhtémoc","Privado","Bar o centro nocturno",19.4266945,-99.1642971,"No",,,"Reporte Amicus",,,,,,,,7665
"Testiga","Reporte Amicus","Determinada","De 36 a 40 años","Hombre","Mujer trans","No reportada","Femenina","Pareja","Física","La víctima fue agredida físicamente","En Twitter, se reporta la agresión a una mujer trans: 'La víctima es una hermana trans de 38 años, estilista de profesión, ampliamente reconocida por su trabajo entre la comunidad ensenadense. El miércoles 10 de agosto, mientras estaba laborando en su estética, la víctima fue brutalmente agredida con bates de béisbol por su expareja acompañado de otros tres sujetos. La víctima ya había sido anteriormente agredida por este mismo sujeto en el 2020, quien la mantuvo durante dos años amenazada hasta que la víctima no pudo más, y pocos días antes de esta última agresión lo echó de su casa y de su vida. De entre las muchísimas lesiones y fracturas que la víctima sufrió, las más graves son: Fractura de frontal de cráneo, fractura de tabique nasal, fractura de hueso orbital, fractura de maxilar y fractura de mandíbula. La víctima espera para el próximo viernes 26 de agosto la operación quirúrgica más importante de todas, pues será la base para iniciar posteriormente el proceso reconstructivo de su rostro, tan sólo para esta operación se requerirá entre una larga lista de materiales de prótesis, la impresionante cifra de 35 tornillos de titanio'. https://twitter.com/JeyFedz/status/1562590052714106881",2022-08-10,"00:01:00",2022-09-20 21:07:30,"Baja California","Ensenada","Privado","Centro comercial o establecimiento comercial",31.8667427,-116.5963713,"No",,,"Reporte Amicus",,,,,,,,7666
"Testiga","Reporte Amicus","Determinada","De 31 a 35 años","Hombre","Mujer trans","No reportada","Femenina","Empleada de establecimiento comercial o profesionista","Impedimento de identidad o expresión","La víctima fue impedida de identificarse / vestirse de acuerdo a su identidad de género","Mujer trans relata acto de discriminación en Twitter: 'Me acaban de discriminar en un bar, la de seguridad me llamó por mi dead name, le dije que me llamo Victoria y me contesta 'Pues hay que corregir tu INE'. ¿Estos son nuestros espacios seguros?' https://twitter.com/samano_O/status/1568462257365086209",2022-09-09,"00:01:00",2022-09-20 21:07:34,"Ciudad de México","Cuauhtémoc","Privado","Bar o centro nocturno",19.4378364,-99.1396916,"No",,,"Reporte Amicus",,,,,,,,7667
"Testiga","Reporte Amicus","Determinada","De 31 a 35 años","Hombre","Hombre cis","Gay","Masculina","Vecina","Física","La víctima fue agredida físicamente","En Twitter, una persona comenta un acto de homofobia que sufrió: 'Acabo de recibir una agresión por homofobia por parte de un vecino en Naucalpan. Ayúdenme a etiquetar a quien sea necesario para recibir apoyo'. https://twitter.com/SoyUnPegamoide/status/1568805464598511617",2022-09-10,"22:00:00",2022-09-20 21:07:36,"Estado de México","Naucalpan","Privado","Casa propia o casa familiar",19.4737133,-99.2336657,"No",,,"Reporte Amicus",,,,,,,,7668
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Mujer trans","Privada","Femenina","Maestra o personal educativo","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","Había faltado a la clase anterior el maestro y ese día yo iba arreglada. Al empezar a nombrar la lista, cuando me vio me preguntó “y a ti cómo te gusta que te digan” y le dije que Valentina. Entonces me preguntó “¿y ya te operaste?” y pues yo sé que es una pregunta que no debería hacerme. Me sentí muy incómoda y nerviosa porque fue enfrente de todos mis compañeros. Por los nervios le dije no, que no me había operado y que “soy transgénero”. No sé por qué le respondí, yo creo que por la presión. Después solo dijo “ah” y luego me nombró como Sergio y añadió “te voy a decir así ¿no hay problema?” y le dije que sí había problema y me volvió a preguntar por qué y ya le dije que era mi derecho que me nombrara como me identifico. Entonces él empezó a decir un discurso de que aun así se le iba a olvidar y yo le comenté que ya había una ley de derecho a personas trans. Con ese comentario como que se calmó y dijo “bueno, lo intentaré, pero si se me olvida, ahí una disculpa, eh” y añadió que su hijo era gay, como para no quedar mal, pero no le salió. Últimamente no sé si es adrede o a propósito, pero en las clases en frente de todos me sigue llamando como Sergio. Todos los maestros me han respetado, él es el único maestro que no.",2022-08-25,"00:00:00",2022-09-30 18:45:05,"Jalisco","Guadalajara","Público","Escuela o Universidad pública",20.7383983,-103.3120711,"Si","Autoridad gubernamental",2,,,,,,,,,7676
"Personal","Personal","Determinada","De 36 a 40 años","Hombre","Hombre cis","Gay","Femenina","Compañera de escuela","Verbal","La víctima fue agredida verbalmente","Me llamo puto y gordo, se burló de mi y mi comunidad lgbtqtt, de mi apariencia",2022-09-14,"00:05:00",2022-09-30 18:47:20,"Campeche","Campeche","Público","Oficina de Gobierno",19.8048922,-90.5276748,"No",,,"No sabía en dónde denunciarlo",,,,,,,,7677
"Personal","Personal","Determinada","De 31 a 35 años","Hombre","Mujer trans","Heterosexual","Un poco femenina","Vecina","Física","La víctima fue agredida físicamente","Yo llegué a vivir a Guadalajara hace 5 años a la casa donde vivo, y mi vecino de al lado tiene de un tiempo para aca poniendo su carro y motocicletas afuera de mi cochera obstruyendo la salida, desde que llegué hubo malos tratos, lo saludaba y no me respondía, también saludaba a su esposa y de igual forma ella tampoco me respondía los saludos, le daba los buenos días o las buenas noches y tampoco me respondía, entonces yo le pedí que me hiciera el favor de mover su carro y su moto porque me estorbaban, siempre de manera muy amable, pero siempre que se lo pedía se enojaba. Le pedí a la administradora del coto que me ayudara a decirle que si podía quitar y ella fue a pedirle que lo moviera para que respetara las reglas y entonces comenzó a hacerlo mas adrede, pero también empezó a pegarle a la pared cuando yo estaba dentro de la casa y sobre todo cuando estaba dormido. Y pues él no sabe que soy trans y que estoy transcionando, pero pues como dice juanga lo que se ve no se pregunta y siempre que le pedía que moviera su carro me decía pinche joto, o ya te vas a quejar pinche maricón. También cuando mi mamá vivía conmigo, pues las casas estan juntas ¿no? Entonces un día puso una jaula de pájaros en la pared pero pues estaba invadiendo parte de nuestra pared y nuestra casa, entonces mi mamá le pidió que la quitara y le gritó que si no íbamos a construir una barda él no iba a quitar nada de su lugar. Un día en la noche me desperté y empecé a escuchar un sonido como un zumbido muy agudo pero como en una frecuencia muy baja y hasta lo sentía en la cabeza, como si me vibrara la cabeza, le he pedido a vecinos que entren a mi casa para que escuchen el sonido porque de fuera de la casa no se escucha. Un día le pedí a mi mamá que fuera a la casa porque ya no aguantaba, porque lo pone ya que yo llego de trabajar y estoy durmiendo tres horas solamente y pues estoy desesperado y siento mucha impotencia porque pues la verdad es difícil estar en mi casa y no poder descansar porque se escucha mucho, he comprado tapones de oídos de esos que puedes moldearlos y me los pongo y ya no escucho el zumbido pero siento que la cabeza me vibra y ya estoy empezando a tener problemas de salud porque me duelen los oídos, no he ido al medico solo voy a la enfermería de aquí de mi trabajo porque me duelen y pues solo me dan gotitas para la otitis. También comenzó a dañar mi carro, lo tuve que vender, ya no lo tengo pero seguido aparecía mi carro con rayones, me ponchaba las llantas y pues solo puede ser él porque no hay forma de que alguien más lo haga porque pues vivimos al lado y las otras casas no tienen dueño. También su perro se hace del baño afuera de mi casa, le empecé a pedir que lo limpiara y se enojaba y una vez me aventó y pues la verdad tengo miedo. Yo he llamado a la policía para que me ayuden, he marcado al 911 y pues una vez fueron pero en cuanto llegó la patrulla apagó el aparato que usa para esa frecuencia, he marcado otras veces y pues me dijeron que ya no estuviera jugando con la línea, pero pues yo sé que lo hace apropósito, cuando mi mamá fue a la casa y escucho el zumbido le dijo que ya dejara de hacerlo y él respondió que no tenía nada, que si quería se pasará con toda confianza a revisar su casa, pero pues mi mamá por miedo no se quiso pasar. Una semana tuve que estar fuera de mi casa tres días porque yo ya no podía con el tema de no poder dormir, yo no tengo familia aquí más que mi mamá pero ella vive con mi hermana pero pues esta embarazada entonces pues siempre esta con mi hermana, siento una gran impotencia porque pues es muy triste no poder estar ni siquiera en tu casa porque en verdad no puedo dormir, siempre prende el aparato ese en la noche cuando me voy a dormir, una vez incluso yo descansé y desde la mañana lo puso, no me deja dormir, no puedo descansar y pues ya no se que hacer.",2022-05-26,"00:00:00",2022-09-30 18:46:37,"Jalisco","Tlaquepaque","Privado","Casa propia o casa familiar",20.5549814,-103.3349167,"Si","Autoridad gubernamental",3,,,,,,,,,7678
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Neutra","Patrona o fuente de ingreso pública","Laboral","La víctima fue sancionada o despedida injustificadamente","Mi jefa directa junto con otro de los trabajadores se la pasaban hostigando mi espacio laboral, siempre me decía cosas para hacerme sentir mal, no dejaban que saliera a comer y decían que por mi orientación y tatuajes me iba a ir al infierno",2022-04-05,"14:00:00",2022-09-30 18:48:02,"Ciudad de México","Cuauhtémoc","Público","Oficina de Gobierno",19.4323198,-99.1579441,"Si","Autoridad gubernamental",1,,,,,,,,,7679
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Un poco femenina","Compañera de escuela","A la intimidad","La víctima fue expuesta en su vida privada o datos personales","La docente y compañeros me evidenciaron por padecer VIH",2022-08-15,"14:00:00",2022-09-30 18:50:19,"Ciudad de México","Iztapalapa","Público","Escuela o Universidad pública",19.382530629366,-99.038347005844,"No",,,"Tengo miedo de denunciar",,,,,,,,7687
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Bisexual","Neutra","Familiar o cohabitante","Psicológica","La víctima fue agredida psicológicamente","Un familiar me agrede psicológicamente",2021-12-28,"00:07:00",2022-09-30 18:50:51,"Puebla","Puebla","Privado","Casa ajena",18.911143900997,-97.673218115644,"No",,,"No sabía en dónde denunciarlo",,,,,,,,7688
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco masculina","Patrona o fuente de ingreso privada","Laboral","La víctima no fue contratada por su orientación sexual, identidad o expresión de género","Había una vacante en mi trabajo anterior, era un mejor puesto y un sueldo mejor. Cumplía con los requisitos, mis habilidades y conocimientos, eran los requeridos para poder estar ahí. Sin embargo una persona completamente descalificada que recién había ingresado se quedó con el puesto. Indague un poco y el ingeniero encargado me dijo que el gerente había tomado esa decisión porque yo no cumplía con los estándares y criterios que maneja la empresa y no era el tipo de imagen que querían dar a conocer nada personal dijo pero que ahí ámbitos que se tienen que manter dentro del régimen. Me ofrecieron un puesto bueno pero solo dentro de la empresa el cual opte por rechazar y presente mi renuncia formal",2022-08-22,"13:00:00",2022-09-30 18:51:55,"Coahuila","Saltillo","Privado","Empresa u oficina privada",25.5984725,-100.8973007,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7693
"Testiga","Amiga","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Patrona o fuente de ingreso privada","Exclusión","La víctima fue excluida de alguna actividad por su orientación sexual, identidad o expresión de género","El agresor le pidió que dejara de ayudar a sus compañeros con actividades que le habían asignado y que el “simplemente respetaba” pero que eso no lo quería aquí.",2022-08-10,"00:13:00",2022-09-30 18:52:55,"Ciudad de México","Iztapalapa","Privado","Centro comercial o establecimiento comercial",19.3834154,-99.089354,"Si","Pareja, familia o amistades de la víctima",4,,,,,,,,,7694
"Personal","Personal","Determinada","De 36 a 40 años","Mujer","Hombre trans","Gay","Neutra","Patrona o fuente de ingreso privada","Exclusión","La víctima fue excluida de alguna actividad por su orientación sexual, identidad o expresión de género","Mi jefe les comenta a mis compañeros que no deben estar conmigo porque los puedo contagiar con mi actitud y forma de ser. Y que gente como yo no debe estar en altos puestos. Todos se burlarían de mi",2022-09-21,"09:00:00",2022-09-30 18:55:23,"Veracruz","Xalapa","Privado","Empresa u oficina privada",19.5437751,-96.9101806,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,7696
